7.6
15.8
23.4
-15.0
7.6
1
15.8*cos(4*t) - 23.4*sin(3*t), 15.8*sin(4*t) + 23.4*cos(3*t), 0, 6.28318530717958
0	0
0.19039956	0.25386608
0.38079912	0.50773216
0.57119868	0.76159824
0.76159824	1.01546432
0.9519978	1.2693304
1.14239736	1.52319648
1.33279692	1.77706256
1.52319648	2.03092864
1.71359604	2.28479472
1.9039956	2.5386608
2.09439516	2.79252688
2.28479472	3.04639296
2.47519428	3.30025904
2.66559384	3.55412512
2.8559934	3.8079912
3.04639296	4.06185728
3.23679252	4.31572336
3.42719208	4.56958944
3.61759164	4.82345552
3.8079912	5.0773216
3.99839076	5.33118768
4.18879032	5.58505376
4.37918988	5.83891984
4.56958944	6.09278592
4.759989	6.346652
4.95038856	6.60051808
5.14078812	6.85438416
5.33118768	7.10825024
5.52158724	7.36211632
5.7119868	7.6159824
5.90238636	7.86984848
6.09278592	8.12371456
6.28318548	8.37758064
6.47358504	8.63144672
6.6639846	8.8853128
6.85438416	9.13917888
7.04478372	9.39304496
7.23518328	9.64691104
7.42558284	9.90077712
7.6159824	10.1546432
7.80638196	10.40850928
7.99678152	10.66237536
8.18718108	10.91624144
8.37758064	11.17010752
8.5679802	11.4239736
8.75837976	11.67783968
8.94877932	11.93170576
9.13917888	12.18557184
9.32957844	12.43943792
9.519978	12.693304
9.71037756	12.94717008
9.90077712	13.20103616
10.09117668	13.45490224
10.28157624	13.70876832
10.4719758	13.9626344
10.66237536	14.21650048
10.85277492	14.47036656
11.04317448	14.72423264
11.23357404	14.97809872
11.4239736	15.2319648
11.61437316	15.48583088
11.80477272	15.73969696
11.99517228	15.99356304
12.18557184	16.24742912
12.3759714	16.5012952
12.56637096	16.75516128
12.75677052	17.00902736
12.94717008	17.26289344
13.13756964	17.51675952
13.3279692	17.7706256
13.51836876	18.02449168
13.70876832	18.27835776
13.89916788	18.53222384
14.08956744	18.78608992
14.279967	19.039956
14.47036656	19.29382208
14.66076612	19.54768816
14.85116568	19.80155424
15.04156524	20.05542032
15.2319648	20.3092864
15.42236436	20.56315248
15.61276392	20.81701856
15.80316348	21.07088464
15.99356304	21.32475072
16.1839626	21.5786168
16.37436216	21.83248288
16.56476172	22.08634896
16.75516128	22.34021504
16.94556084	22.59408112
17.1359604	22.8479472
17.32635996	23.10181328
17.51675952	23.35567936
17.70715908	23.60954544
17.89755864	23.86341152
18.0879582	24.1172776
18.27835776	24.37114368
18.46875732	24.62500976
18.65915688	24.87887584
18.84955644	25.13274192
